Country Name,Country Code,Region,Income Group,Female Secondary School Enrollment,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Djibouti,DJI,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",,3.428149939,,4.288869858,4.350689888,3.99812007,3.244930029,,,,,,7.401800156,7.745480061,7.760879993,7.845680237,8.317270279,9.411259651,9.06441021,9.124170303,,,7.676179886,8.706330299,8.772459984,9.246139526,9.770999908,10.53026009,,11.6571703,10.98052025,12.38558006,13.15398026,,17.58486938,19.26337051,19.17579079,22.26275063,25.28376961,27.80056953,,32.34894943,33.51615143,34.0096283,35.07780075,34.65050888,35.40422058,34.93947983,37.288311,37.88650131,39.23854065,39.40034103,41.5500412
Dominica,DMA,Middle East & North Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,,,85.33718109,88.07817841,85.06065369,79.92479706,80.58631134,75.73869324,79.10095215,,,,,,,88.07932281,79.66261292,,,85.33673859,,,,,,,,,112.9131699,110.5011292,111.0159836,114.2231293,119.6701584,114.9039917,114.7636566,114.1057205,114.935463,110.7507019,115.2276306,110.590889,109.902977,102.3519974,,98.30027771,90.95143127,,,,88.91343689,87.02542877,85.27993774,84.9458313
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3549881,62.33377075,65.45462799,,74.30928802,,74.46189117,76.90292358,,87.40220642,85.55322266,85.73625946,82.61351013,82.1754837,82.41104889,83.51203918,84.16165161,83.83231354,83.70062256,83.26634216,83.25450134,85.32440948,83.41565704,79.24217987,80.1246109
Ecuador,ECU,Middle East & North Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,22.94502068,24.77334023,27.15055084,29.89291954,33.06188965,36.52983093,39.30715179,41.39081955,45.49295044,47.16009903,50.59949875,52.95994949,55.82625961,53.09944916,56.43292999,56.93980026,57.39685059,58.1155014,,,,,55.7268219,,,53.22774887,,55.39801025,56.50920105,56.30550003,56.84708023,57.57226181,57.60540009,57.97293854,60.97129822,63.47853088,65.06372833,,89.82514954,93.65029907,98.37203217,102.1131134,104.7462769,107.6510925,106.6902084,105.8703995,104.0342865,103.1394501,101.5929108,101.083847,100.6525803,99.26734924
"Egypt, Arab Rep.",EGY,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,20.47001076,21.87990952,23.20619011,24.48286057,26.3694706,29.12755966,32.04320145,33.67633057,35.19919968,36.13875961,37.76390839,39.64831924,41.50915909,43.30202103,45.20932007,47.92975998,50.12586975,50.79624939,50.59273148,61.55234146,62.85560989,60.03963089,60.89582825,65.14315033,64.69698334,62.7003212,66.54112244,,74.22673798,76.48977661,78.49025726,,78.14099884,77.56568909,,,,,63.87913132,64.68676758,73.41403198,74.15393066,75.16773987,75.52037811,,77.62991333,78.24973297,78.9118576,80.1625824,81.89170074,84.02040863,
El Salvador,SLV,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",20.89500046,19.17204094,22.34977913,21.95857048,26.08568954,28.40547943,30.67111015,31.07716942,32.77571869,34.3891983,31.28661919,,,35.31744003,36.47993851,,,,41.36037064,39.23149109,,40.26828003,41.3009491,43.11769867,,,,,49.58639908,50.23942184,53.0771904,55.73402023,59.30709839,63.24245834,67.14853668,67.33455658,67.83618927,68.03526306,66.79801178,67.17559814,68.52142334,69.94148254,71.1367569,74.52532196,74.07064056,72.2793808,70.4188385,62.02899933,62.5340004,,,,
Equatorial Guinea,GNQ,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,6.552130222,,,,,3.597949982,,,,,,,,,,,,,,,,,15.43838024,15.92156982,,,,,12.31375027,13.58218002,,14.03732014,,,15.91574955,,,,,,,,,,,,,,,,,
Eritrea,ERI,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,20.7036705,20.0058403,21.27475929,22.11461067,24.07258987,,29.27112007,33.4939003,34.73078156,33.95817947,34.89601898,32.2430191,36.36069107,37.90512848,39.34698105,40.43273163,40.75313187,42.11291885,42.93896866,43.73376083,42.55247116,42.37556076,39.33707809,,39.20006943,40.41962051,40.40200043,,,
Estonia,EST,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,104.2641373,100.2313385,105.3727875,108.1780701,96.98223114,,94.98812866,93.8743515,98.15338135,98.54682159,101.2182236,101.9253769,103.80896,106.1023407,106.2385788,107.0767517,107.321167,108.6234512,110.6684189,111.4140396,111.9092865,109.7928009,107.7612534,109.0421371,112.3354492,114.6328812,114.2723312,114.59021,115.0867462,115.2175903,114.7881012
Eswatini,SWZ,East Asia & Pacific,Upper middle income,"School enrollment, secondary, female (% gross)",13.76006031,15.41228008,17.58407974,20.08221054,22.97348022,25.80462074,27.18000984,29.88759995,,,,,,,,,,,,,,,,,,,,,46.06629944,45.09149933,43.27487183,43.18309021,43.66981125,42.49758148,44.83423996,47.44124985,51.19113922,51.48514938,,56.36333847,61.69874954,64.53836823,67.7350235,71.53549957,75.6381073,79.07608795,85.30950165,,,,,,
Ethiopia,ETH,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,1.947970033,2.144119978,,2.794280052,,,,,,,,,,8.275309563,,,,,,,11.92327023,10.86236,9.893830299,9.421770096,9.252249718,9.481889725,,,10.58502007,11.4135704,13.61091995,14.55412006,14.15262032,15.58969975,17.84445953,21.41798973,24.70454025,26.99823952,28.47978973,30.83106995,33.32872009,35.51102829,32.49900055,33.30400085,34.32812881,,,,,,,
Faroe Islands,FRO,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",48.63132858,,57.30459976,59.98841095,63.79885864,66.32350922,69.2740097,71.06822205,72.57292175,,71.57375336,69.91326141,,70.01992798,68.98522186,67.25935364,69.21517181,71.51629639,,,,71.04530334,76.89898682,,,,,,77.84967804,78.72943115,77.81053162,76.34616852,78.1007309,79.52983093,82.10392761,,82.55625153,82.92503357,81.57038879,82.66589355,,87.11035156,86.11762238,,90.20999908,90.05000305,91.18299866,,93.1989975,63.44499969,92.70999908,93.84600067,80.55000305
Finland,FIN,Sub-Saharan Africa,Upper middle income,"School enrollment, secondary, female (% gross)",,105.3962097,109.9957733,111.5095978,113.2021332,,95.64026642,98.19471741,99.45510864,102.260643,103.8905487,105.0911102,106.1261063,107.8189316,113.4879913,115.4769821,116.9760818,118.3663788,119.8783417,120.1956635,122.7931671,124.4211884,128.6569061,123.6201782,125.39534,124.3614273,127.027832,126.8811111,124.0582581,126.5232391,131.1811829,134.6630554,136.1790009,138.7435913,113.4236832,113.8306274,112.6103821,111.4858627,110.8814468,110.3530197,111.1967163,111.7331924,112.4737625,152.2135468,154.4115753,157.9903107,159.6916351,161.3395538,161.8475952,151.4230957,149.881485,150.9881134,153.2410736
France,FRA,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,77.4055481,81.2348938,84.33236694,86.59671783,87.53038025,,87.28794098,87.31284332,87.97657013,89.05193329,92.42373657,90.0424881,90.8809433,,92.84796143,93.75892639,94.94875336,96.39862061,98.12796783,100.5456009,104.4594269,107.0535583,106.064621,110.7107315,110.4993973,110.1814575,110.1185226,110.1047516,110.6439514,105.5658569,104.6554108,103.3805389,103.2312698,102.5028229,106.99189,106.9261398,106.7902908,106.6188202,106.4543762,106.9646301,107.0882797,106.1175308,104.9960175,104.2235565,103.9410934,103.7419586,104.1591873,104.0711288,104.1704178,104.5154266,104.3944016,104.4903488
French Polynesia,PYF,Europe & Central Asia,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,73.06555939,78.704422,76.22486877,79.31009674,83.69915009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,7.533360004,8.738510132,11.08355999,13.53409004,,17.99226952,19.07798958,21.2765007,20.53713989,21.12318993,22.92032051,22.43810081,23.75354958,25.87548065,27.81315041,30.58622932,29.88348961,31.96286011,32.83140945,,,,,34.4472084,35.10240936,43.18524933,42.98130035,,41.20077133,,,,,,,,,,,,,,,,,,,,69.56900024,,,
"Gambia, The",GMB,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,3.354180098,,3.618779898,4.212689877,4.409900188,4.611209869,5.62680006,6.232540131,5.83701992,6.084549904,6.385690212,,7.845540047,8.7666502,9.178310394,8.701230049,8.574139595,8.091099739,8.182920456,9.201519966,9.738869667,10.42790031,12.05397987,12.50782013,14.20522976,15.10877991,,,,,,,,,,,,46.60668945,48.45748901,47.52291107,,,,,,,,,,,110.3445969,
Georgia,GEO,Sub-Saharan Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,93.29070282,,,,,99.43338776,,,,,94.24693298,88.60894775,78.6553421,78.18462372,75.04045868,78.19212341,78.82022858,,80.18003082,81.52171326,84.11823273,86.01261139,88.52474213,86.01080322,88.93269348,93.62375641,,100.644722,,,,,104.6625519,104.5366364,105.3948288,106.1194992,107.5909119,109.9533081,109.9471436,106.3668671,104.3177414,101.6343994
Germany,DEU,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,98.28645325,101.8789978,102.4464493,102.0569992,102.3302383,102.7945709,97.84882355,98.22498322,98.5004425,98.94750977,100.2039795,100.3516388,100.4611282,100.4273605,101.2293777,100.8714218,101.9611435,100.6801682,102.3002014,102.5596924,101.587738,101.2639236,100.5561371,99.43530273,98.58422852,98.17710114,97.60193634,97.68504333,97.89311218,98.05149078,
Ghana,GHA,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,30.6657505,,28.87577057,26.53120995,25.43889046,24.93791008,24.70874977,24.72003937,24.7556591,26.38293076,26.78034019,26.72941017,27.12434959,27.60839081,27.49679947,,30.00793076,30.71187019,27.36832047,27.3710804,,,,,26.56323051,,,,27.22289085,27.75303078,27.01400948,28.50725937,30.02722931,32.06322861,34.00468826,36.03094101,40.49676132,43.02214813,44.77389908,,52.5911293,53.59424973,64.66998291,61.46607971,64.59355927,65.29010773,64.7352066,66.48020172,69.74926758,72.57650757,74.78016663,76.9550705
Gibraltar,GIB,Sub-Saharan Africa,Upper middle income,"School enrollment, secondary, female (% gross)",,79.89324188,63.19385147,61.25402069,59.60213852,60.38167953,62.37699127,76.41220856,64.52345276,69.11196899,72.76390076,72.91159821,75.66007233,74.69387817,75.74751282,74.05857849,,,,,,,,,,,,,,92.98999023,103.2070007,112.0765762,,,,,,,110.7391891,108.9260788,,,,,,,138.6920929,141.1842041,,111.5177612,113.3825073,116.8305969,84.87332153
Greece,GRC,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,56.34566116,61.21446991,63.83372879,66.67359924,68.55444336,71.78659821,73.3704834,74.9866333,75.13220215,76.76680756,78.19254303,82.05072021,80.34371948,84.2612381,85.72918701,87.03199768,89.33912659,89.68077087,91.18860626,91.81738281,92.66281128,94.30581665,92.00643158,90.50018311,92.56072998,93.18637085,93.42843628,94.23655701,94.74320984,95.20453644,98.75456238,103.1037216,101.0183334,100.4425735,104.0571213,104.1474533,101.2754364,,,108.3598938,106.2191391,106.3093872,106.1453171,100.9934311,99.68079376,99.97676086,101.0240326,101.4639511,104.9453201,103.0991364,104.2453384,
Greenland,GRL,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,25.61009026,36.90557098,,,,,81.22245026,82.7508316,82.35748291,81.72009277,82.89884186,85.54779053,82.5823822,90.87355804,89.20590973,89.05541992,90.83480835,88.0965271,91.90794373,93.12049103,101.380249,107.7601776,110.7322998,,,,,,,,,116.3877106,112.4632797,110.4526901,101.9769897,,113.2826309,109.4381638,106.0975571,116.2243729,,,103.2852936,103.3514709,100.9564133,103.7011795,,,,,,
Guam,GUM,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",8.497079849,7.872739792,8.659649849,8.593529701,10.27972984,11.10367012,12.19806004,13.0095396,15.91938019,16.57155037,16.68181038,17.56632042,16.83349037,17.50312042,,,,,,,,,,23.3125,,,23.93190956,,24.25004005,24.98815918,29.20722961,31.27255058,33.82041931,,37.17924118,39.25711823,41.25582886,43.18745041,44.4093895,47.29138184,50.76070023,51.02233887,51.39228821,51.50011063,51.34397888,52.9041214,52.49890137,52.23759079,52.38550186,51.11891174,50.92008972,48.31602859,47.06969833
Guinea,GIN,Latin America & Caribbean,High income,"School enrollment, secondary, female (% gross)",,5.060070038,,,,,,,,,8.372489929,8.708729744,8.11013031,7.83122015,8.037659645,7.809840202,6.873700142,5.663969994,,5.238140106,4.918879986,5.125339985,,6.098909855,6.411419868,,7.165239811,,,7.404560089,,10.5404501,12.44762993,14.22766018,15.42292023,19.44845009,22.33584023,,24.5027504,,,28.75193977,29.44000053,29.75499916,30.94802094,28.32999992,29.06100082,,30.61000061,31.86899948,31.49200058,30.95999908,
Guinea-Bissau,GNB,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,4.494450092,3.78482008,,,,1.662930012,1.876440048,1.733800054,1.756610036,1.783900023,2.312410116,2.688719988,3.975830078,4.164380074,4.413740158,,3.270119905,2.72062993,3.736099958,,,,,,,,,,,12.31540966,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Latin America & Caribbean,Lower middle income,"School enrollment, secondary, female (% gross)",,65.84723663,68.27481842,69.0743103,67.75601196,,69.81220245,,,,,,,,68.33833313,73.33361053,82.56072998,82.70767975,,,,,,,,,,,,83.43816376,,96.00964355,,,,85.77259827,,83.54071045,87.61903381,91.46366882,97.50405884,105.9717789,107.1615677,,,,,,,,88.63963318,88.6015625,
Haiti,HTI,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Latin America & Caribbean,Lower middle income,"School enrollment, secondary, female (% gross)",11.5869503,,,,,,,,,,29.84196091,,34.58501816,34.78759003,36.70626068,,,,,,,34.61429977,,,,,,,,,,,,,,,64.07019806,66.51851654,66.98867798,,73.32366943,72.62988281,70.85093689,,,,,,,,,,
"Hong Kong SAR, China",HKG,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,29.82048035,31.63521004,33.98796082,36.99457169,41.10152817,44.99298096,47.75561905,52.19874954,57.89725876,61.54373169,64.78070831,67.7374115,70.76844788,72.58783722,73.7990036,73.69016266,73.63208771,73.40943909,,,,,,,,78.17080688,,,,,78.50875854,79.80236053,80.37693787,81.79055786,83.00646973,82.92672729,84.15927887,85.92687988,86.80641174,87.71302032,86.52899933,107.6460876,101.2281723,103.6226425,105.4605408,105.6608887,104.1381226,105.4323807,102.352417,97.71035004,97.57099915,100.5229797
Hungary,HUN,East Asia & Pacific,Upper middle income,"School enrollment, secondary, female (% gross)",,71.35980988,69.94029236,71.29897308,71.44561768,73.53225708,75.59326935,77.10649872,79.00013733,81.22869873,82.3848877,83.9336319,85.45585632,85.75981903,85.61299133,86.41079712,86.89279175,86.47915649,86.90084839,86.82530975,86.372612,85.54210663,84.04714203,,92.69963074,94.98085785,97.42417145,99.6421814,94.0166626,95.12094116,96.38831329,98.4826889,99.99558258,101.8359528,95.52858734,96.94996643,97.42314148,97.65232086,97.69499969,99.21102905,101.2659912,102.0057602,100.3437271,107.4456329,106.2156601,104.8798294,103.5838013,104.3329468,103.5155869,102.3842773,101.7218094,99.56066895,
Iceland,ISL,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,71.92028046,,,,73.21955872,75.21134186,78.77178192,,,79.94965363,81.46475983,,83.62460327,85.79724121,,90.40943146,,94.11019897,94.09078217,,98.40540314,99.97234344,101.8654633,101.0209732,100.4395294,101.1895828,,111.6688232,111.4850082,112.4188919,113.2514114,116.6978531,119.9573822,109.3479996,109.6655807,109.6664505,109.7649307,108.088829,108.1484222,109.9661484,110.5684814,113.3432312,123.8169632,122.3198471,120.2645187,116.968399,114.6798172,113.7833176,110.0452118,108.8781662,112.9996109,
India,IND,South Asia,Lower middle income,"School enrollment, secondary, female (% gross)",,13.72739983,14.11075974,14.58041,,15.60074997,15.82742977,16.35515022,16.77382088,,18.40283966,19.72372055,20.57699013,23.47838974,23.28746986,,25.3819294,25.27242088,25.71678925,26.31034088,,,,34.35855865,35.25598907,35.12590027,35.3051796,36.40261078,,35.16146088,36.86577988,39.86721039,41.73883057,46.00653839,47.60512161,50.51699829,51.71377182,54.76047897,58.49536133,58.96942902,62.63919067,66.36113739,67.94963837,69.72498322,75.19251251,74.74163818,76.02513123,74.17208862,75.36495209,75.31478882,74.41899872,76.31700134,78.45500183
Indonesia,IDN,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",12.60474968,13.78073025,13.60359001,13.98542023,14.73803997,16.53231049,17.20154953,17.78104019,19.04814911,,,22.96003914,24.98539925,28.89043999,29.16360092,,,,44.46847916,44.83396912,42.96688843,41.04785156,40.45059967,39.63998032,41.51334,44.44213867,47.28416824,,,54.37520981,55.85617065,56.94218063,58.75640106,62.0009613,64.51574707,63.03976822,66.68292236,74.24147034,72.00318909,76.42282104,77.98327637,80.32784271,83.02906799,83.43933105,85.0775528,89.7537384,90.50800323,93.01304626,95.16468048,96.83100128,98.40499878,99.59899902,99.3769989
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,18.32892036,24.55522919,26.52573967,28.64657974,31.88879967,34.44041061,36.77677155,,,,,,,,37.05144882,,,41.82289886,,47.79880905,49.6434288,52.33359146,56.97864151,61.68584061,64.6265564,,70.04882813,,74.37998199,75.55753326,75.48632813,76.16829681,75.78125763,76.14865875,75.44023895,76.78900146,77.90316772,79.92893219,81.70742035,81.58946991,85.52268219,88.80358887,88.04881287,88.82385254,85.41030121,83.58009338,83.0319519,,,86.16616058,,
Iraq,IRQ,Middle East & North Africa,Upper middle income,"School enrollment, secondary, female (% gross)",,15.57454967,16.34230042,18.48076057,20.06887054,21.75547028,21.83852005,23.46814919,26.17044067,28.65275002,31.36207008,33.85591888,35.84590912,34.73283005,33.67475128,35.08324051,35.94955826,35.48310089,35.22359848,35.0856514,,,,32.82838058,,,29.88149071,,,26.19672966,27.81855965,27.4438591,,33.40320969,35.89933014,,,42.65031052,,,,,,,,,,,,,,,
Ireland,IRL,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,76.32141876,77.6366272,82.72873688,85.65466309,89.7098999,92.0164566,92.90622711,93.49443817,93.50392151,94.43839264,95.52877808,98.74369812,100.3389435,101.1810303,101.4007111,101.475029,102.5064774,103.6357269,104.4061813,106.0061569,106.4998474,107.2104797,112.2592697,113.7232895,115.2524872,117.0849609,120.3220978,108.3363266,108.3124237,109.5493622,109.8085709,111.2924576,112.4723282,113.6817627,114.5626526,113.7627563,115.0100021,114.9886398,118.5281372,121.6574707,118.0788879,119.3813324,,118.2979279,118.6520386,118.6133804,124.2928772,165.3072815,144.5214844,141.9746399,141.5817108,
Isle of Man,IMN,Middle East & North Africa,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,,,74.68572235,76.74680328,77.56707001,78.20168304,78.49018097,79.64025116,82.06099701,84.78605652,,,88.1676712,88.76183319,89.53369141,87.42159271,87.2461319,86.89359283,87.12119293,86.41768646,87.54234314,88.66201782,89.16586304,89.070961,,,,,96.85151672,98.10218048,97.56404114,98.74059296,97.3927536,97.33571625,96.90354919,96.76599884,96.51750183,95.84101868,96.7854538,97.52896118,97.06208801,97.01959991,97.27030182,96.85913849,96.50524139,97.26032257,96.81472778,97.26273346,96.88218689,96.64417267,97.38910675,
Italy,ITA,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",,55.48273849,57.39086151,59.84247971,62.11693954,63.40459061,66.30976868,67.83693695,69.09918213,69.6713562,70.07032013,69.97122955,70.26850891,71.06530762,72.27313995,73.53469086,74.89779663,76.06304169,77.18631744,78.53720856,80.64351654,81.3168335,82.94465637,84.51920319,89.22875977,90.95606232,92.25721741,92.90258026,93.0166626,94.1519928,92.84944916,96.09751129,97.03630066,98.17392731,98.71785736,98.82833862,99.11798096,99.36231995,99.83070374,99.87590027,101.0476837,101.0191803,99.97516632,100.5408401,100.5327301,100.5693588,100.3208237,100.2843323,100.7001572,100.9282913,101.0720291,101.6423264,
Jamaica,JAM,Middle East & North Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,,,54.67266083,50.42835999,62.63756943,67.02519226,67.13559723,,69.3890686,74.10620117,71.36782074,,66.73464966,64.47451782,65.76190948,65.45953369,64.11856842,68.19770813,68.41358185,,72.04213715,,66.77848053,,,,,,80.7325592,79.77748871,79.09229279,79.07945251,79.76899719,85.22531891,85.82991791,,89.58899689,90.83291626,91.73731232,93.0407486,94.83522034,,89.44185638,90.63784027,90.03044891,92.88140869,89.5792923,87.68422699,88.45435333,85.43113708,88.12439728,83.90128326
Japan,JPN,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,89.29129028,90.42414856,91.30374146,92.47772217,92.89924622,92.75791168,93.13149261,92.80728912,96.03324127,93.28176117,94.08083344,95.14804077,95.9256134,96.38420105,93.85668945,96.33416748,96.59964752,97.03729248,97.62097931,98.12519836,99.56529999,100.6473007,101.3050919,104.8600006,105.2737579,,,106.2076721,106.34729,,,,,,,,,,,,,,102.0347137,101.9906693,102.3008728,101.5527267,102.1241226,102.5603027,102.6811676,102.8291931,102.3170395,
Jordan,JOR,Europe & Central Asia,Upper middle income,"School enrollment, secondary, female (% gross)",,31.83713913,33.46871948,35.82569122,39.42956161,44.33705902,49.64653015,54.86141968,60.23052979,65.44827271,69.41526794,71.90661621,74.73213196,75.91870117,77.20892334,79.46797943,78.2713623,77.08046722,77.06652069,75.08535004,74.7505188,76.970047,81.90081787,83.32628632,85.23075867,,88.45120239,,,89.69165039,88.29685974,,87.39714813,86.43711853,84.39846039,83.55885315,84.50727844,78.08595276,79.36151886,,77.36427307,77.33881378,77.07142639,79.38271332,75.10346222,,,64.37064362,64.79934692,66.5335083,67.94377136,70.06913757,70.96843719
Kazakhstan,KAZ,Sub-Saharan Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,91.71051025,,,,92.9039917,88.77266693,89.87606812,91.01767731,,,,,,97.80799103,,,,99.71637726,100.3490906,100.9499969,100.6220322,102.5652771,103.6446686,103.184433,102.3674164,102.1845474,101.6469727,94.20497131,,
Kenya,KEN,Europe & Central Asia,Lower middle income,"School enrollment, secondary, female (% gross)",10.84521008,11.3956604,12.41248989,13.01817036,14.08541965,15.46794033,,,,,23.26370049,22.97263908,22.81744957,23.98991013,25.89826012,32.37866974,33.04959869,35.32973862,35.32086945,,,,,,,,,,,38.62720871,39.16889191,39.67203903,40.29634857,43.56787109,45.06745911,45.83248138,46.91677094,47.29352188,54.40013885,54.71506119,,,,,,,,,,,,,
Kiribati,KIR,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",8.611789703,8.99682045,9.006210327,9.430649757,10.38554001,9.626669884,,11.97916985,16.89038086,21.48213005,24.06406021,19.50753975,19.61733055,19.71326065,21.11561966,24.03762054,25.61797905,28.23529053,30.25230026,31.4973793,34.80847168,36.61972046,39.87108994,,,42.97470093,46.17663956,,46.65819168,61.20616913,67.78601074,80.41486359,84.48840332,91.87661743,92.07041931,88.70896149,88.35334778,88.04174805,84.8012619,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.72872162,,,,,,,
"Korea, Rep.",KOR,Latin America & Caribbean,High income,"School enrollment, secondary, female (% gross)",,31.26131058,34.54478073,37.21199036,40.71697998,43.49837112,46.5317688,50.87376022,55.51665115,61.12477875,69.64589691,76.53814697,77.35517883,78.4879303,82.43544769,83.66265106,84.93372345,88.30322266,86.54338074,87.98661804,88.50254059,88.96446991,89.26779938,91.0305481,92.8585968,94.89505005,96.99220276,95.50292969,94.72695923,95.23161316,98.21060944,97.94381714,97.40448761,97.20585632,97.23993683,97.57273102,96.90879059,96.78463745,96.4076004,96.92414093,97.31141663,97.46173859,97.28575134,97.6339798,98.35305786,98.37322998,98.45348358,98.77144623,98.8866806,97.92514038,96.61901093,97.79962158,97.66739655
Kosovo,XKX,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Middle East & North Africa,High income,"School enrollment, secondary, female (% gross)",,48.49308014,50.0857811,50.23165131,49.82806015,50.15829849,51.92414856,60.7327919,63.82970047,66.50537872,68.99899292,71.21453094,75.06864166,79.00070953,82.7301712,84.40438843,85.19670868,79.65180206,75.05075073,69.80185699,64.92772675,,51.8044281,51.34619141,66.40084076,89.09371185,93.08898163,89.88020325,88.7192688,88.84129333,89.68382263,91.63957977,,100.0447998,104.9634628,113.9736099,103.8918076,102.4112625,102.2529068,101.9891968,101.8686676,98.79808044,99.85243225,96.00367737,93.3477478,99.5715332,,,,,,,
Kyrgyz Republic,KGZ,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,105.9176636,,,,,104.3873978,,,98.86306763,101.4834137,100.9960785,98.95619965,,,,,,,79.36403656,80.08217621,79.46845245,78.33719635,83.2154007,82.04032135,81.30335236,82.4066925,82.92787933,,87.03549194,86.27300262,86.8219986,86.77500153,87.32380676,89.17304993,89.64672089,91.3674469,90.72373962,91.29696655,91.57524109,92.36710358,94.05674744,93.80999756
Lao PDR,LAO,Middle East & North Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,1.979419947,2.446799994,3.122080088,,,,7.526609898,10.17232037,12.47408009,13.88519955,14.95242023,,,,,17.3197403,,19.55051041,,18.50592995,,15.7448101,16.70965958,18.39221954,19.09674072,19.28487015,20.72796059,22.98557091,25.5802002,27.54698944,29.53853989,32.24757004,35.04584122,37.15839005,38.1113205,38.51234818,39.54088974,41.01422882,42.76976013,44.4697113,43.65299988,46.45888901,50.09600067,55.71648026,60.08399963,62.58399963,63.83100128,64.05899811,62.94200134,60.75500107,58.45700073,55.98899841
